date,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-04-28,0.30671911729637713,0.29842440840287077,0.33139358616961334,0.06346288813113873,0.331,0.288,0.381,0.0
2024-04-29,0.3069883216833154,0.2994358005427856,0.33092052579141124,0.0626553519824878,0.323,0.288,0.389,0.0
2024-04-30,0.3067634803329705,0.29927838282027414,0.3309976868849348,0.0629604499618206,0.314,0.315,0.371,0.0
2024-05-01,0.3077312795534744,0.29882600959747213,0.3304449635937741,0.0629977472552795,0.322,0.285,0.393,0.0
2024-05-02,0.308143193222671,0.2985295412206287,0.3301978980470085,0.06312936750969182,0.315,0.297,0.388,0.0
2024-05-03,0.3083359151507573,0.29811538179974023,0.3302404365717641,0.06330826647773827,0.306,0.312,0.382,0.0
2024-05-04,0.30859994350493997,0.29817640218098657,0.3299153878363352,0.06330826647773827,0.31,0.285,0.405,0.0
2024-05-05,0.30855795034819594,0.29872429876022205,0.3298614353645552,0.06285631552702674,0.303,0.282,0.415,0.0
2024-05-06,0.30628929908884467,0.2983467648013784,0.33240649272434325,0.0629574433854335,0.303,0.299,0.398,0.0
2024-05-07,0.30621793791391544,0.2984969745368308,0.33232764416382016,0.0629574433854335,0.312,0.299,0.389,0.0
2024-05-08,0.30678964639641165,0.298756040793037,0.33149686942511764,0.0629574433854335,0.3,0.284,0.416,0.0
2024-05-09,0.3069772443048002,0.2989992992303621,0.33119646948620174,0.062826986978636,0.304,0.323,0.373,0.0
2024-05-10,0.3070069378315936,0.29828913951807917,0.3318966445255183,0.06280727812480873,0.296,0.317,0.387,0.0
2024-05-11,0.3068366714071152,0.29844006750898827,0.3319372680933906,0.06278599299050579,0.309,0.306,0.385,0.0
2024-05-12,0.3064245698838191,0.2987877599308003,0.3317422040726484,0.0630454661127321,0.315,0.335,0.35,0.0
2024-05-13,0.3057284651659333,0.2989794072607031,0.3322878438013263,0.06300428377203703,0.307,0.3,0.393,0.0
2024-05-14,0.3056167000389321,0.2992530604082813,0.3321259557807494,0.06300428377203703,0.278,0.316,0.406,0.0
2024-05-15,0.30534550439159974,0.3003983574205622,0.33144707035231175,0.0628090678355263,0.301,0.284,0.415,0.0
2024-05-16,0.30487032442887996,0.3000926562368212,0.33228926280836896,0.06274775652592986,0.285,0.335,0.38,0.0
2024-05-17,0.30480296861160344,0.30026402649825307,0.3321852483642134,0.06274775652592986,0.282,0.299,0.419,0.0
2024-05-18,0.3044825595169433,0.30013905219525444,0.33263063176187196,0.06274775652592986,0.3,0.313,0.387,0.0
2024-05-19,0.3047216865008469,0.300101184440993,0.3324940836425223,0.06268304541563743,0.303,0.297,0.4,0.0
2024-05-20,0.30506186604399343,0.2998858354074379,0.33245124643967766,0.06260105210889112,0.279,0.307,0.414,0.0
2024-05-21,0.30519921045245085,0.2999129690808863,0.3322287835478692,0.06265903691879371,0.297,0.308,0.395,0.0
2024-05-22,0.30532575775557325,0.29990451237053567,0.33217158389805357,0.06259814597583763,0.303,0.316,0.381,0.0
2024-05-23,0.305158184034843,0.3001655446204641,0.33207812536885534,0.06259814597583763,0.282,0.307,0.411,0.0
2024-05-24,0.30508654461862544,0.3001566614226648,0.33211244612581764,0.06264434783289191,0.314,0.3,0.386,0.0
2024-05-25,0.30507231733290524,0.3001471081138853,0.3321362267203173,0.06264434783289191,0.308,0.314,0.378,0.0
2024-05-26,0.3048822431025537,0.30031753970300207,0.33215586936155206,0.06264434783289191,0.333,0.308,0.359,0.0
2024-05-27,0.30435720426516816,0.3013905542621289,0.3317291682882519,0.06252307318445094,0.324,0.323,0.353,0.0
2024-05-28,0.30383213678422166,0.30126724186970444,0.3320805712327766,0.06282005011329705,0.322,0.302,0.376,0.0
2024-05-29,0.30472476889365885,0.30045360564597984,0.3320984098782284,0.06272321558213272,0.326,0.301,0.373,0.0
2024-05-30,0.3048453851263655,0.3006770132506538,0.331794795155253,0.06268280646772757,0.313,0.287,0.4,0.0
2024-05-31,0.3046734355774298,0.3008035071974466,0.33184025075739587,0.06268280646772757,0.292,0.314,0.394,0.0
2024-06-01,0.304517863056236,0.30076353468953776,0.3320357957864986,0.06268280646772757,0.312,0.297,0.391,0.0
2024-06-02,0.304517863056236,0.30076353468953776,0.3320357957864986,0.06268280646772757,0.272,0.325,0.403,0.0
2024-06-03,0.3039411689043707,0.3013349333779734,0.33170201946479705,0.0630218782528587,0.3,0.336,0.364,0.0
2024-06-04,0.3043010077459187,0.3010351286417649,0.33160056782558617,0.06306329578673016,0.351,0.288,0.361,0.0
2024-06-05,0.304179243871861,0.301077812535397,0.3317658630718366,0.06297708052090523,0.309,0.292,0.399,0.0
2024-06-06,0.30416153750346925,0.3011304467381915,0.33173093523743385,0.06297708052090523,0.342,0.291,0.367,0.0
2024-06-07,0.3042591439743519,0.30109595611911405,0.3316678193856287,0.06297708052090523,0.295,0.329,0.376,0.0
